"Organism","treatment","experiment","experiment_ID","name_pufa","runinfo","runinfo_original","runname","dry_pufa","dry_weight_mg"
"spider","leaves","M2","176_leaves_18","18:0","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.00301113227132128,4.9327
"spider","leaves","M2","176_leaves_18","18:1n-9c","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.00138436975509509,4.9327
"spider","leaves","M2","176_leaves_18","18:1n-7","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.00122741061761513,4.9327
"spider","leaves","M2","176_leaves_18","18:2n-6c","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.00170267782191331,4.9327
"spider","leaves","M2","176_leaves_18","18:3n-6","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0,4.9327
"spider","leaves","M2","176_leaves_18","18:3n-3","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.000329066389909037,4.9327
"spider","leaves","M2","176_leaves_18","20:0","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.00010326533129193,4.9327
"spider","leaves","M2","176_leaves_18","20:1n-9","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.000117148898470741,4.9327
"spider","leaves","M2","176_leaves_18","20:2n-6","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.000112917083988189,4.9327
"spider","leaves","M2","176_leaves_18","20:4n-6","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.000158523117304945,4.9327
"spider","leaves","M2","176_leaves_18","20:3n-3","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0,4.9327
"spider","leaves","M2","176_leaves_18","20:5n-3","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.000203214695539536,4.9327
"spider","leaves","M2","176_leaves_18","22:0","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0,4.9327
"spider","leaves","M2","176_leaves_18","22:1n-9","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0.000120545019060325,4.9327
"spider","leaves","M2","176_leaves_18","22:2n-6","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0,4.9327
"spider","leaves","M2","176_leaves_18","22:6n-3","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0,4.9327
"spider","leaves","M2","176_leaves_18","24:0","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0,4.9327
"spider","leaves","M2","176_leaves_18","24:1n-9","M2 T176 leaves 18 B","M2 T176 leaves 18 10 microL Probe und 20 microL TMSH","PUFA-KF_08.01.2020 19_27_2212",0,4.9327
"spider","oatmeal","M2","189_oatmeal_13","18:0","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.00530205188443593,5.646
"spider","oatmeal","M2","189_oatmeal_13","18:1n-9t","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0,5.646
"spider","oatmeal","M2","189_oatmeal_13","18:1n-7","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.00232064066343425,5.646
"spider","oatmeal","M2","189_oatmeal_13","18:2n-6t","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.00370554276705189,5.646
"spider","oatmeal","M2","189_oatmeal_13","18:2n-6c","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.000925610034045885,5.646
"spider","oatmeal","M2","189_oatmeal_13","18:3n-6","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.00661348112438751,5.646
"spider","oatmeal","M2","189_oatmeal_13","18:3n-3","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.000578707569118277,5.646
"spider","oatmeal","M2","189_oatmeal_13","20:0","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.000252293846316408,5.646
"spider","oatmeal","M2","189_oatmeal_13","20:1n-9","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.000353072742353608,5.646
"spider","oatmeal","M2","189_oatmeal_13","20:2n-6","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.00026684724469609,5.646
"spider","oatmeal","M2","189_oatmeal_13","20:4n-6","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.000859080088274345,5.646
"spider","oatmeal","M2","189_oatmeal_13","20:5n-3","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.00176814676991426,5.646
"spider","oatmeal","M2","189_oatmeal_13","22:0","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0,5.646
"spider","oatmeal","M2","189_oatmeal_13","22:1n-9","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0.000211804478177397,5.646
"spider","oatmeal","M2","189_oatmeal_13","22:2n-6","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",5.20041126896288e-05,5.646
"spider","oatmeal","M2","189_oatmeal_13","22:6n-3","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0,5.646
"spider","oatmeal","M2","189_oatmeal_13","24:0","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0,5.646
"spider","oatmeal","M2","189_oatmeal_13","24:1n-9","M2 T189 oatmeal 13","M2 T189 oat 13","PUFA-KF_15.01.2020 12_57_5521",0,5.646
"spider","fishfood","M2","185_fishfood_17","18:0","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.0034010096181765,6.171
"spider","fishfood","M2","185_fishfood_17","18:1n-9t","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0,6.171
"spider","fishfood","M2","185_fishfood_17","18:1n-7","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.00228461670114522,6.171
"spider","fishfood","M2","185_fishfood_17","18:2n-6t","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.00198089113830571,6.171
"spider","fishfood","M2","185_fishfood_17","18:2n-6c","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.000632896742798738,6.171
"spider","fishfood","M2","185_fishfood_17","18:3n-6","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.00711538193547975,6.171
"spider","fishfood","M2","185_fishfood_17","18:3n-3","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.000711567913892468,6.171
"spider","fishfood","M2","185_fishfood_17","20:0","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.000174165346940503,6.171
"spider","fishfood","M2","185_fishfood_17","20:1n-9","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.000297809515063666,6.171
"spider","fishfood","M2","185_fishfood_17","20:2n-6","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.000229771267307312,6.171
"spider","fishfood","M2","185_fishfood_17","20:3n-6","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0,6.171
"spider","fishfood","M2","185_fishfood_17","20:4n-6","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.000971235853155001,6.171
"spider","fishfood","M2","185_fishfood_17","20:3n-3","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",5.72610588361209e-05,6.171
"spider","fishfood","M2","185_fishfood_17","20:5n-3","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.00252476921125899,6.171
"spider","fishfood","M2","185_fishfood_17","22:0","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0,6.171
"spider","fishfood","M2","185_fishfood_17","22:1n-9","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0.000169758426424124,6.171
"spider","fishfood","M2","185_fishfood_17","22:2n-6","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",4.23321217880356e-05,6.171
"spider","fishfood","M2","185_fishfood_17","24:0","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0,6.171
"spider","fishfood","M2","185_fishfood_17","24:1n-9","M2 T185 fishfood 17","M2 T185 fish 17","PUFA-KF_14.01.2020 13_02_102",0,6.171
"spider","leaves","M2","142_leaves_8","18:0","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.00470325339637564,5.9629
"spider","leaves","M2","142_leaves_8","18:1n-9t","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0,5.9629
"spider","leaves","M2","142_leaves_8","18:1n-7","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.0013339289987641,5.9629
"spider","leaves","M2","142_leaves_8","18:2n-6t","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.00118714056713962,5.9629
"spider","leaves","M2","142_leaves_8","18:2n-6c","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.000759128016030276,5.9629
"spider","leaves","M2","142_leaves_8","18:3n-6","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.00478586481678645,5.9629
"spider","leaves","M2","142_leaves_8","18:3n-3","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.000983811135398206,5.9629
"spider","leaves","M2","142_leaves_8","20:0","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.000132488834119051,5.9629
"spider","leaves","M2","142_leaves_8","20:1n-9","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.000167389544238574,5.9629
"spider","leaves","M2","142_leaves_8","20:2n-6","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.000145857968345723,5.9629
"spider","leaves","M2","142_leaves_8","20:4n-6","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.000781318503565313,5.9629
"spider","leaves","M2","142_leaves_8","20:5n-3","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.00190720252507805,5.9629
"spider","leaves","M2","142_leaves_8","22:0","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0,5.9629
"spider","leaves","M2","142_leaves_8","22:1n-9","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0.000182411855361124,5.9629
"spider","leaves","M2","142_leaves_8","22:2n-6","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0,5.9629
"spider","leaves","M2","142_leaves_8","22:6n-3","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0,5.9629
"spider","leaves","M2","142_leaves_8","24:0","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0,5.9629
"spider","leaves","M2","142_leaves_8","24:1n-9","M2 T142 leaves 8","M2 T142 leaves 8","PUFA-KF_14.01.2020 19_51_595",0,5.9629
"spider","oatmeal","M2","190_oatmeal_10","18:0","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.00371267505636754,6.601
"spider","oatmeal","M2","190_oatmeal_10","18:1n-9t","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0,6.601
"spider","oatmeal","M2","190_oatmeal_10","18:1n-9c","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.00316241068028831,6.601
"spider","oatmeal","M2","190_oatmeal_10","18:1n-7","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.0027363247241347,6.601
"spider","oatmeal","M2","190_oatmeal_10","18:2n-6t","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0,6.601
"spider","oatmeal","M2","190_oatmeal_10","18:2n-6c","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.00382708475668846,6.601
"spider","oatmeal","M2","190_oatmeal_10","18:3n-6","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0,6.601
"spider","oatmeal","M2","190_oatmeal_10","18:3n-3","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.000250467459201307,6.601
"spider","oatmeal","M2","190_oatmeal_10","20:0","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.000115775764245956,6.601
"spider","oatmeal","M2","190_oatmeal_10","20:1n-9","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.000180681737583392,6.601
"spider","oatmeal","M2","190_oatmeal_10","20:2n-6","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.000187469316300408,6.601
"spider","oatmeal","M2","190_oatmeal_10","20:4n-6","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.000525919171810378,6.601
"spider","oatmeal","M2","190_oatmeal_10","20:3n-3","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",5.00412779152603e-05,6.601
"spider","oatmeal","M2","190_oatmeal_10","20:5n-3","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0.000461428004492493,6.601
"spider","oatmeal","M2","190_oatmeal_10","22:1n-9","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",3.93026578086949e-05,6.601
"spider","oatmeal","M2","190_oatmeal_10","22:2n-6","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0,6.601
"spider","oatmeal","M2","190_oatmeal_10","22:6n-3","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0,6.601
"spider","oatmeal","M2","190_oatmeal_10","24:0","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0,6.601
"spider","oatmeal","M2","190_oatmeal_10","24:1n-9","M2 T190 oatmeal 10","M2 T190 oat 10","PUFA-KF_09.01.2020 20_31_5512",0,6.601
"spider","fishfood","M2","137_fishfood_18","18:0","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.00479402597691221,6.1538
"spider","fishfood","M2","137_fishfood_18","18:1n-9t","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0,6.1538
"spider","fishfood","M2","137_fishfood_18","18:1n-9c","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.00429161835396859,6.1538
"spider","fishfood","M2","137_fishfood_18","18:1n-7","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.00265250156552107,6.1538
"spider","fishfood","M2","137_fishfood_18","18:2n-6c","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.00475546249229728,6.1538
"spider","fishfood","M2","137_fishfood_18","18:3n-6","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.00387988997534788,6.1538
"spider","fishfood","M2","137_fishfood_18","18:3n-3","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.000261065099749091,6.1538
"spider","fishfood","M2","137_fishfood_18","20:0","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.000176437686596843,6.1538
"spider","fishfood","M2","137_fishfood_18","20:1n-9","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.000230617849201864,6.1538
"spider","fishfood","M2","137_fishfood_18","20:2n-6","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.000172693676004484,6.1538
"spider","fishfood","M2","137_fishfood_18","20:4n-6","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.000615305701901532,6.1538
"spider","fishfood","M2","137_fishfood_18","20:3n-3","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",5.83816339147471e-05,6.1538
"spider","fishfood","M2","137_fishfood_18","20:5n-3","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.000974062202440015,6.1538
"spider","fishfood","M2","137_fishfood_18","22:1n-9","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0.000249895757221758,6.1538
"spider","fishfood","M2","137_fishfood_18","22:2n-6","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0,6.1538
"spider","fishfood","M2","137_fishfood_18","22:6n-3","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",0,6.1538
"spider","fishfood","M2","137_fishfood_18","24:1n-9","M2 T137 fishfood 18","M2 T137 fish 18","PUFA-KF_09.01.2020 17_44_589",4.67485421137047e-05,6.1538
"spider","leaves","M2","220_leaves_13","18:0","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00390632973524164,7.6076
"spider","leaves","M2","220_leaves_13","18:1n-9t","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0,7.6076
"spider","leaves","M2","220_leaves_13","18:1n-7","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00523359713721169,7.6076
"spider","leaves","M2","220_leaves_13","18:2n-6t","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00462904761313774,7.6076
"spider","leaves","M2","220_leaves_13","18:2n-6c","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00122878558881298,7.6076
"spider","leaves","M2","220_leaves_13","18:3n-6","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00632104121646483,7.6076
"spider","leaves","M2","220_leaves_13","18:3n-3","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00188002994455697,7.6076
"spider","leaves","M2","220_leaves_13","20:0","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.0002244250237883,7.6076
"spider","leaves","M2","220_leaves_13","20:1n-9","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.000457897092624448,7.6076
"spider","leaves","M2","220_leaves_13","20:2n-6","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00029227292866356,7.6076
"spider","leaves","M2","220_leaves_13","20:4n-6","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00103789952885177,7.6076
"spider","leaves","M2","220_leaves_13","20:3n-3","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",6.84476516920231e-05,7.6076
"spider","leaves","M2","220_leaves_13","20:5n-3","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0.00189991612736093,7.6076
"spider","leaves","M2","220_leaves_13","22:1n-9","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",9.35752529927408e-05,7.6076
"spider","leaves","M2","220_leaves_13","22:2n-6","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",6.14681517122218e-05,7.6076
"spider","leaves","M2","220_leaves_13","22:6n-3","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0,7.6076
"spider","leaves","M2","220_leaves_13","24:0","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0,7.6076
"spider","leaves","M2","220_leaves_13","24:1n-9","M2 T220 leaves 13","M2 T220 leaves 13","PUFA-KF_15.01.2020 00_30_3510",0,7.6076
"spider","oatmeal","M2","195_oatmeal_14","18:0","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.00426250375836013,6.0166
"spider","oatmeal","M2","195_oatmeal_14","18:1n-9t","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","18:1n-9c","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.00235064307813735,6.0166
"spider","oatmeal","M2","195_oatmeal_14","18:1n-7","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.000907690124749748,6.0166
"spider","oatmeal","M2","195_oatmeal_14","18:2n-6c","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.00291307264965724,6.0166
"spider","oatmeal","M2","195_oatmeal_14","18:3n-6","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","18:3n-3","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","20:0","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","20:1n-9","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.000122325173085908,6.0166
"spider","oatmeal","M2","195_oatmeal_14","20:2n-6","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.00014586321474802,6.0166
"spider","oatmeal","M2","195_oatmeal_14","20:4n-6","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.000420254980909435,6.0166
"spider","oatmeal","M2","195_oatmeal_14","20:3n-3","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",7.19694400627258e-05,6.0166
"spider","oatmeal","M2","195_oatmeal_14","20:5n-3","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.000754167150694035,6.0166
"spider","oatmeal","M2","195_oatmeal_14","22:0","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","22:1n-9","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0.000366557059970007,6.0166
"spider","oatmeal","M2","195_oatmeal_14","22:2n-6","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","22:6n-3","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","24:0","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","oatmeal","M2","195_oatmeal_14","24:1n-9","M2 T195 oatmeal 14","M2 T195 oat 14","PUFA-KF_09.01.2020 14_57_536",0,6.0166
"spider","fishfood","M2","158_fishfood_9","18:0","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.004626757820016,7.3953
"spider","fishfood","M2","158_fishfood_9","18:1n-9t","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0,7.3953
"spider","fishfood","M2","158_fishfood_9","18:1n-7","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.00360534801701945,7.3953
"spider","fishfood","M2","158_fishfood_9","18:2n-6c","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.000363419089737527,7.3953
"spider","fishfood","M2","158_fishfood_9","18:2n-6t","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.00502712958348843,7.3953
"spider","fishfood","M2","158_fishfood_9","18:3n-6","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.00571905361959793,7.3953
"spider","fishfood","M2","158_fishfood_9","18:3n-3","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.000511304542620325,7.3953
"spider","fishfood","M2","158_fishfood_9","20:0","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.000326549135956946,7.3953
"spider","fishfood","M2","158_fishfood_9","20:1n-9","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.000311755565469459,7.3953
"spider","fishfood","M2","158_fishfood_9","20:2n-6","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.000188667730113905,7.3953
"spider","fishfood","M2","158_fishfood_9","20:4n-6","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.00112391858401057,7.3953
"spider","fishfood","M2","158_fishfood_9","20:3n-3","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",5.31697537892286e-05,7.3953
"spider","fishfood","M2","158_fishfood_9","20:5n-3","M2 T158 fishfood 9","M2 T158 fish 9","PUFA-KF_10.01.2020 04_52_3921",0.00226414760343733,7.3953
