"Time","RT","start_RT","stop_RT","area","name_pufa","runinfo_original","runinfo","comment","runname","Timestamp","Date","Time_of_day","standard_batch"
"30.01.2020 12_19_013",22.297,22.08833,22.48333,417891.5506,"22:0","S3 15 microL Supelco and 2 FAME","S3 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 12_19_013","2020-01-30 12:19:01","2020-01-30"," 12:19:01","4"
"30.01.2020 12_19_013",22.8,22.58667,22.99833,238423.5013,"22:1n-9","S3 15 microL Supelco and 2 FAME","S3 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 12_19_013","2020-01-30 12:19:01","2020-01-30"," 12:19:01","4"
"30.01.2020 12_19_013",24.168,23.945,24.37167,232526.88278,"22:2n-6","S3 15 microL Supelco and 2 FAME","S3 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 12_19_013","2020-01-30 12:19:01","2020-01-30"," 12:19:01","4"
"30.01.2020 12_19_013",26.04,25.80167,26.27167,203723.03311,"23:0","S3 15 microL Supelco and 2 FAME","S3 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 12_19_013","2020-01-30 12:19:01","2020-01-30"," 12:19:01","4"
"30.01.2020 12_19_013",27.748,27.50167,27.975,200324.67185,"22:6n-3","S3 15 microL Supelco and 2 FAME","S3 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 12_19_013","2020-01-30 12:19:01","2020-01-30"," 12:19:01","4"
"30.01.2020 12_19_013",31.053,30.63833,31.46167,391991.2701,"24:0","S3 15 microL Supelco and 2 FAME","S3 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 12_19_013","2020-01-30 12:19:01","2020-01-30"," 12:19:01","4"
"30.01.2020 12_19_013",31.982,31.65833,32.33167,244060.04685,"24:1n-9","S3 15 microL Supelco and 2 FAME","S3 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 12_19_013","2020-01-30 12:19:01","2020-01-30"," 12:19:01","4"
"30.01.2020 13_14_404",3.972,3.94167,4.02667,717814.47618,"12:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",4.918,4.89667,4.945,830023.5809,"13:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",5.462,5.44167,5.48167,400216.23513,"14:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",6.072,6.04667,6.09333,904164.60228,"14:1n-5","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",6.738,6.71333,6.76167,435329.05605,"15:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",7.502,7.465,7.53,894207.78117,"15:1n-5","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",7.76,7.73,7.78833,416504.00849,"16:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",8.428,8.39333,8.46,387101.32874,"16:1n-7","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",8.76,8.72167,8.79333,389649.50702,"17:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",9.593,9.53,9.63667,1300618.54885,"17:1n-7","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",9.857,9.815,9.89833,374051.30799,"18:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",10.985,10.935,11.03333,359503.18409,"18:1n-9t","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",11.325,11.27,11.37167,351417.68629,"18:1n-9c","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",12.71,12.62,12.77,855518.99129,"18:1n-7","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",12.98,12.86,13.04667,1290066.90823,"18:2n-6t","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",13.522,13.455,13.58667,336416.27121,"18:2n-6c","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",13.657,13.58833,13.715,386706.82732,"18:3n-6","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",13.995,13.92833,14.05667,351714.83387,"18:3n-3","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",14.597,14.51333,14.67,734159.82154,"20:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",16.952,16.815,17.04,1055596.48691,"20:1n-9","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",17.285,17.17667,17.375,494663.71576,"20:2n-6","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",18.175,18.055,18.29167,524803.83105,"20:3n-6","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",18.588,18.455,18.67667,522565.94997,"20:4n-6","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",18.772,18.67833,18.905,509106.14487,"21:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",19.383,19.17833,19.56,1160785.09375,"20:3n-3","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",19.975,19.81667,20.155,547085.59292,"20:5n-3","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",22.313,22.04,22.525,1249839.60401,"22:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",22.803,22.57,22.99333,633898.80777,"22:1n-9","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",24.155,23.90667,24.37333,622846.56281,"22:2n-6","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",26.042,25.73167,26.28167,649507.72451,"23:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",27.71,27.44167,27.985,560154.42901,"22:6n-3","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",31.102,30.61167,31.445,1266682.80932,"24:0","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 13_14_404",31.998,31.54167,32.40167,679343.13635,"24:1n-9","S4 20 microL Supelco and 2 FAME","S4 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 13_14_404","2020-01-30 13:14:40","2020-01-30"," 13:14:40","4"
"30.01.2020 14_10_175",3.968,3.935,4.03833,936061.54967,"12:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",4.917,4.89333,4.94667,1076056.63985,"13:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",5.46,5.44,5.48167,527918.82125,"14:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",6.072,6.04333,6.09333,1177931.34573,"14:1n-5","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",6.737,6.71,6.76167,570228.64409,"15:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",7.5,7.46167,7.52833,1139753.77666,"15:1n-5","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",7.758,7.725,7.78667,540886.34132,"16:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",8.423,8.385,8.45833,505360.21719,"16:1n-7","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",8.755,8.71333,8.79,510706.69581,"17:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",9.593,9.52167,9.63333,1631218.81051,"17:1n-7","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",9.855,9.805,9.895,489110.32025,"18:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",10.978,10.92,11.02833,481763.7263,"18:1n-9t","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",11.317,11.255,11.36667,475192.95401,"18:1n-9c","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",12.703,12.60333,12.76833,1103345.66867,"18:1n-7","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",12.977,12.845,13.045,1651814.27685,"18:2n-6t","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",13.51,13.43333,13.57333,480666.08181,"18:2n-6c","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",13.647,13.575,13.70833,517700.2297,"18:3n-6","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",13.982,13.90667,14.04833,483039.83015,"18:3n-3","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",14.59,14.49167,14.665,1002555.73916,"20:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",16.947,16.78667,17.035,1350680.62981,"20:1n-9","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",17.268,17.14667,17.37167,642788.14396,"20:2n-6","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",18.158,18.01333,18.325,678058.64818,"20:3n-6","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",18.575,18.415,18.66167,659831.40094,"20:4n-6","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",18.758,18.66333,18.89833,631948.44838,"21:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",19.372,19.175,19.54833,1421621.03827,"20:3n-3","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",19.957,19.80667,20.105,659715.3318,"20:5n-3","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",22.31,22.02167,22.495,1551787.25505,"22:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",22.788,22.58167,22.97333,755421.09407,"22:1n-9","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",24.142,23.90667,24.36,741723.18421,"22:2n-6","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",26.027,25.725,26.27333,805212.71821,"23:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",27.678,27.42167,27.98667,683932.53017,"22:6n-3","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",31.1,30.63167,31.41667,1598496.02087,"24:0","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 14_10_175",32.008,31.52333,32.365,810401.97531,"24:1n-9","S5 25 microL Supelco and 2 FAME","S5 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 14_10_175","2020-01-30 14:10:17","2020-01-30"," 14:10:17","4"
"30.01.2020 15_06_026",3.975,3.93167,4.03667,895534.49329,"12:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",4.923,4.9,4.94833,1051920.4061,"13:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",5.467,5.44667,5.48667,496513.32963,"14:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",6.078,6.05,6.09833,1060768.94974,"14:1n-5","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",6.743,6.71833,6.76667,467563.97102,"15:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",7.507,7.47167,7.535,886961.266,"15:1n-5","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",7.767,7.735,7.795,418837.68998,"16:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",8.435,8.39667,8.465,356420.46452,"16:1n-7","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",8.763,8.72667,8.79833,364109.13487,"17:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",9.598,9.53667,9.63833,1117027.38434,"17:1n-7","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",9.863,9.81833,9.90167,321644.70395,"18:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",10.992,10.94,11.03667,287266.07724,"18:1n-9t","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",11.33,11.27833,11.37667,292863.96114,"18:1n-9c","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",12.708,12.62667,12.76833,675311.72937,"18:1n-7","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",12.978,12.865,13.04667,1031948.08247,"18:2n-6t","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",13.518,13.45667,13.58833,283816.00513,"18:2n-6c","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",13.657,13.59,13.71667,307798.73892,"18:3n-6","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",14,13.93333,14.06,288323.48939,"18:3n-3","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",14.61,14.51833,14.67667,693578.78495,"20:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",16.952,16.81667,17.04167,877793.11274,"20:1n-9","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",17.287,17.17833,17.37667,406540.14909,"20:2n-6","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",18.18,18.05167,18.31,439485.0451,"20:3n-6","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",18.592,18.44167,18.67833,432933.46125,"20:4n-6","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",18.775,18.68167,18.94167,417103.47403,"21:0","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",19.378,19.18333,19.55,976876.83858,"20:3n-3","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
"30.01.2020 15_06_026",19.977,19.79667,20.16,452888.88218,"20:5n-3","S6 30 microL Supelco and 2 FAME","S6 Supelco and 2 FAME","Supelco and 2 FAME          ","PUFA-KF_30.01.2020 15_06_026","2020-01-30 15:06:02","2020-01-30"," 15:06:02","4"
