Site,Date,Variable,Qualifier,Value,Unit,Comment,Site UFZ,
Klingbach down,26/03/2018,time,,13:20,hh:mm,,RP_Kling,
Klingbach down,26/03/2018,water temperature,,7.6,°C,,RP_Kling,
Klingbach down,26/03/2018,air temperature,,12.4,°C,,RP_Kling,
Klingbach down,26/03/2018,pH,,8.07,,,RP_Kling,
Klingbach down,26/03/2018,conductivity,,448,uS/cm,,RP_Kling,
Klingbach down,26/03/2018,Dissolved Oxygen,,102,%,,RP_Kling,
Klingbach down,26/03/2018,Dissolved Oxygen,,11.89,mg/L,,RP_Kling,
Klingbach down,26/03/2018,Flow 1,,0.39,m/sec,,RP_Kling,
Klingbach down,26/03/2018,Flow 2,,0.36,m/sec,,RP_Kling,
Klingbach down,26/03/2018,Flow 3,,0.31,m/sec,,RP_Kling,
Klingbach down,26/03/2018,Flow UFZ,,NA,m/sec,,RP_Kling,
Kaiserbach up,26/03/2018,Weather,,drizzle,,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,time,,14:20,hh:mm,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,water temperature,,9,°C,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,air temperature,,14.8,°C,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,pH,,8.04,,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,conductivity,,274,uS/cm,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,Dissolved Oxygen,,99.7,%,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,Dissolved Oxygen,,11.25,mg/L,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,Flow 1,,0.27,m/sec,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,Flow 2,,0.24,m/sec,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,Flow 3,,0.25,m/sec,,RP_Kaiser_R,
Kaiserbach up,26/03/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser_R,
Kaiserbach down,26/03/2018,Weather,,sunny,,,RP_Kaiser,
Kaiserbach down,26/03/2018,time,,14:50,hh:mm,,RP_Kaiser,
Kaiserbach down,26/03/2018,water temperature,,8.3,°C,,RP_Kaiser,
Kaiserbach down,26/03/2018,air temperature,,12.7,°C,,RP_Kaiser,
Kaiserbach down,26/03/2018,pH,,8.09,,,RP_Kaiser,
Kaiserbach down,26/03/2018,conductivity,,1000,uS/cm,,RP_Kaiser,
Kaiserbach down,26/03/2018,Dissolved Oxygen,,107,%,,RP_Kaiser,
Kaiserbach down,26/03/2018,Dissolved Oxygen,,12.27,mg/L,,RP_Kaiser,
Kaiserbach down,26/03/2018,Flow 1,,0.31,m/sec,,RP_Kaiser,
Kaiserbach down,26/03/2018,Flow 2,,0.38,m/sec,,RP_Kaiser,
Kaiserbach down,26/03/2018,Flow 3,,0.26,m/sec,,RP_Kaiser,
Kaiserbach down,26/03/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser,
Isenach up,27/03/2018,Weather,,cloudy,,,RP_Isen_R,
Isenach up,27/03/2018,time,,09:10,hh:mm,,RP_Isen_R,
Isenach up,27/03/2018,water temperature,,4.9,°C,,RP_Isen_R,
Isenach up,27/03/2018,air temperature,,5.7,°C,,RP_Isen_R,
Isenach up,27/03/2018,pH,,7.85,,,RP_Isen_R,
Isenach up,27/03/2018,conductivity,,189,uS/cm,,RP_Isen_R,
Isenach up,27/03/2018,Dissolved Oxygen,,99.4,%,,RP_Isen_R,
Isenach up,27/03/2018,Dissolved Oxygen,,12.72,mg/L,,RP_Isen_R,
Isenach up,27/03/2018,Flow 1,,0.46,m/sec,,RP_Isen_R,
Isenach up,27/03/2018,Flow 2,,0.39,m/sec,,RP_Isen_R,
Isenach up,27/03/2018,Flow 3,,0.36,m/sec,,RP_Isen_R,
Isenach up,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Isen_R,
Isenach down,27/03/2018,Weather,,sunny,,,RP_Isen,
Isenach down,27/03/2018,time,,09:50,hh:mm,,RP_Isen,
Isenach down,27/03/2018,water temperature,,7.2,°C,,RP_Isen,
Isenach down,27/03/2018,air temperature,,9.5,°C,,RP_Isen,
Isenach down,27/03/2018,pH,,7.84,,,RP_Isen,
Isenach down,27/03/2018,conductivity,,919,uS/cm,,RP_Isen,
Isenach down,27/03/2018,Dissolved Oxygen,,98.2,%,,RP_Isen,
Isenach down,27/03/2018,Dissolved Oxygen,,11.77,mg/L,,RP_Isen,
Isenach down,27/03/2018,Flow 1,,0.23,m/sec,,RP_Isen,
Isenach down,27/03/2018,Flow 2,,0.28,m/sec,,RP_Isen,
Isenach down,27/03/2018,Flow 3,,0.29,m/sec,,RP_Isen,
Isenach down,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Isen,
Kropsbach up,27/03/2018,Weather,,cloudy,,,RP_Krops_R,
Kropsbach up,27/03/2018,time,,10:50,hh:mm,,RP_Krops_R,
Kropsbach up,27/03/2018,water temperature,,6.3,°C,,RP_Krops_R,
Kropsbach up,27/03/2018,air temperature,,7.5,°C,,RP_Krops_R,
Kropsbach up,27/03/2018,pH,,7.88,,,RP_Krops_R,
Kropsbach up,27/03/2018,conductivity,,196,uS/cm,,RP_Krops_R,
Kropsbach up,27/03/2018,Dissolved Oxygen,,99.8,%,,RP_Krops_R,
Kropsbach up,27/03/2018,Dissolved Oxygen,,11.98,mg/L,,RP_Krops_R,
Kropsbach up,27/03/2018,Flow 1,,0.34,m/sec,,RP_Krops_R,
Kropsbach up,27/03/2018,Flow 2,,0.59,m/sec,,RP_Krops_R,
Kropsbach up,27/03/2018,Flow 3,,0.39,m/sec,,RP_Krops_R,
Kropsbach up,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Krops_R,
Kropsbach down,27/03/2018,Weather,,cloudy,,,RP_Krops,
Kropsbach down,27/03/2018,time,,11:20,hh:mm,,RP_Krops,
Kropsbach down,27/03/2018,water temperature,,7.5,°C,,RP_Krops,
Kropsbach down,27/03/2018,air temperature,,8.6,°C,,RP_Krops,
Kropsbach down,27/03/2018,pH,,8.49,,,RP_Krops,
Kropsbach down,27/03/2018,conductivity,,368,uS/cm,,RP_Krops,
Kropsbach down,27/03/2018,Dissolved Oxygen,,110.9,%,,RP_Krops,
Kropsbach down,27/03/2018,Dissolved Oxygen,,12.97,mg/L,,RP_Krops,
Kropsbach down,27/03/2018,Flow 1,,0.22,m/sec,,RP_Krops,
Kropsbach down,27/03/2018,Flow 2,,0.18,m/sec,,RP_Krops,
Kropsbach down,27/03/2018,Flow 3,,0.46,m/sec,,RP_Krops,
Kropsbach down,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Krops,
Triefenbach up,27/03/2018,Weather,,cloudy,,,RP_Triefen_R,
Triefenbach up,27/03/2018,time,,16:48,hh:mm,,RP_Triefen_R,
Triefenbach up,27/03/2018,water temperature,,6.8,°C,,RP_Triefen_R,
Triefenbach up,27/03/2018,air temperature,,9.7,°C,,RP_Triefen_R,
Triefenbach up,27/03/2018,pH,,8.02,,,RP_Triefen_R,
Triefenbach up,27/03/2018,conductivity,,150,uS/cm,,RP_Triefen_R,
Triefenbach up,27/03/2018,Dissolved Oxygen,,99.3,%,,RP_Triefen_R,
Triefenbach up,27/03/2018,Dissolved Oxygen,,11.84,mg/L,,RP_Triefen_R,
Triefenbach up,27/03/2018,Flow 1,,0.23,m/sec,,RP_Triefen_R,
Triefenbach up,27/03/2018,Flow 2,,0.38,m/sec,,RP_Triefen_R,
Triefenbach up,27/03/2018,Flow 3,,0.47,m/sec,,RP_Triefen_R,
Triefenbach up,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Triefen_R,
Triefenbach down,27/03/2018,Weather,,cloudy,,,RP_Triefen,
Triefenbach down,27/03/2018,time,,12:20,hh:mm,,RP_Triefen,
Triefenbach down,27/03/2018,water temperature,,6.7,°C,,RP_Triefen,
Triefenbach down,27/03/2018,air temperature,,9.1,°C,,RP_Triefen,
Triefenbach down,27/03/2018,pH,,8.04,,,RP_Triefen,
Triefenbach down,27/03/2018,conductivity,,213,uS/cm,,RP_Triefen,
Triefenbach down,27/03/2018,Dissolved Oxygen,,99.6,%,,RP_Triefen,
Triefenbach down,27/03/2018,Dissolved Oxygen,,11.97,mg/L,,RP_Triefen,
Triefenbach down,27/03/2018,Flow 1,,0.18,m/sec,,RP_Triefen,
Triefenbach down,27/03/2018,Flow 2,,0.23,m/sec,,RP_Triefen,
Triefenbach down,27/03/2018,Flow 3,,0.29,m/sec,,RP_Triefen,
Triefenbach down,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Triefen,
Modenbach up,27/03/2018,Weather,,cloudy,,,RP_Moden_R,
Modenbach up,27/03/2018,time,,13:10,hh:mm,,RP_Moden_R,
Modenbach up,27/03/2018,water temperature,,7.6,°C,,RP_Moden_R,
Modenbach up,27/03/2018,air temperature,,9.7,°C,,RP_Moden_R,
Modenbach up,27/03/2018,pH,,7.89,,,RP_Moden_R,
Modenbach up,27/03/2018,conductivity,,199,uS/cm,,RP_Moden_R,
Modenbach up,27/03/2018,Dissolved Oxygen,,97.8,%,"vorher 978, Komma vergessen",RP_Moden_R,
Modenbach up,27/03/2018,Dissolved Oxygen,,11.33,mg/L,,RP_Moden_R,
Modenbach up,27/03/2018,Flow 1,,0.37,m/sec,,RP_Moden_R,
Modenbach up,27/03/2018,Flow 2,,0.24,m/sec,,RP_Moden_R,
Modenbach up,27/03/2018,Flow 3,,0.48,m/sec,,RP_Moden_R,
Modenbach up,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Moden_R,
Modenbach down,27/03/2018,Weather,,sunny,,,RP_Moden,
Modenbach down,27/03/2018,time,,13:45,hh:mm,,RP_Moden_R,
Modenbach down,27/03/2018,water temperature,,8.1,°C,,RP_Moden_R,
Modenbach down,27/03/2018,air temperature,,12.7,°C,,RP_Moden_R,
Modenbach down,27/03/2018,pH,,8.04,,,RP_Moden_R,
Modenbach down,27/03/2018,conductivity,,360,uS/cm,,RP_Moden_R,
Modenbach down,27/03/2018,Dissolved Oxygen,,101.7,%,,RP_Moden_R,
Modenbach down,27/03/2018,Dissolved Oxygen,,11.79,mg/L,,RP_Moden_R,
Modenbach down,27/03/2018,Flow 1,,0.46,m/sec,,RP_Moden_R,
Modenbach down,27/03/2018,Flow 2,,0.23,m/sec,,RP_Moden_R,
Modenbach down,27/03/2018,Flow 3,,0.47,m/sec,,RP_Moden_R,
Modenbach down,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Moden_R,
Hainbach up ,27/03/2018,Weather,,sunny,,,RP_Hain_R,
Hainbach up ,27/03/2018,time,,14:20,hh:mm,,RP_Hain_R,
Hainbach up ,27/03/2018,water temperature,,7.1,°C,,RP_Hain_R,
Hainbach up ,27/03/2018,air temperature,,12.4,°C,,RP_Hain_R,
Hainbach up ,27/03/2018,pH,,7.94,,,RP_Hain_R,
Hainbach up ,27/03/2018,conductivity,,121,uS/cm,,RP_Hain_R,
Hainbach up ,27/03/2018,Dissolved Oxygen,,98.7,%,,RP_Hain_R,
Hainbach up ,27/03/2018,Dissolved Oxygen,,11.6,mg/L,,RP_Hain_R,
Hainbach up ,27/03/2018,Flow 1,,0.14,m/sec,,RP_Hain_R,
Hainbach up ,27/03/2018,Flow 2,,0.1,m/sec,,RP_Hain_R,
Hainbach up ,27/03/2018,Flow 3,,0.22,m/sec,,RP_Hain_R,
Hainbach up ,27/03/2018,Flow UFZ,,NA,m/sec,,RP_Hain_R,
Hainbach down,28/03/2018,Weather,,sunny,,,RP_Hain,
Hainbach down,28/03/2018,time,,14:50,hh:mm,,RP_Hain,
Hainbach down,28/03/2018,water temperature,,9,°C,,RP_Hain,
Hainbach down,28/03/2018,air temperature,,11.1,°C,,RP_Hain,
Hainbach down,28/03/2018,pH,,7.76,,,RP_Hain,
Hainbach down,28/03/2018,conductivity,,194,uS/cm,,RP_Hain,
Hainbach down,28/03/2018,Dissolved Oxygen,,97.4,%,,RP_Hain,
Hainbach down,28/03/2018,Dissolved Oxygen,,10.98,mg/L,,RP_Hain,
Hainbach down,28/03/2018,Flow 1,,0.33,m/sec,,RP_Hain,
Hainbach down,28/03/2018,Flow 2,,0.2,m/sec,,RP_Hain,
Hainbach down,28/03/2018,Flow 3,,0.21,m/sec,,RP_Hain,
Hainbach down,28/03/2018,Flow UFZ,,NA,m/sec,,RP_Hain,
Russbach up,17/04/2018,Weather,,NA,,Not recorded,RP_Russ_R,
Russbach up,17/04/2018,time,,09:00,hh:mm,,RP_Russ_R,
Russbach up,17/04/2018,water temperature,,9.2,°C,,RP_Russ_R,
Russbach up,17/04/2018,air temperature,,9.7,°C,,RP_Russ_R,
Russbach up,17/04/2018,pH,,7.45,,,RP_Russ_R,
Russbach up,17/04/2018,conductivity,,111,uS/cm,,RP_Russ_R,
Russbach up,17/04/2018,Dissolved Oxygen,,94.5,%,,RP_Russ_R,
Russbach up,17/04/2018,Dissolved Oxygen,,10.65,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,NO2,,0.01,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,NO3,,2,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,PO4,,0.2,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,NH4,,0.1,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,Cl,,10,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,SO4,,20,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,Cu,,0.1,mg/L,,RP_Russ_R,
Russbach up,17/04/2018,Flow 1,,0.19,m/sec,,RP_Russ_R,
Russbach up,17/04/2018,Flow 2,,0.18,m/sec,,RP_Russ_R,
Russbach up,17/04/2018,Flow 3,,0.18,m/sec,,RP_Russ_R,
Russbach up,17/04/2018,Flow UFZ,,NA,m/sec,,RP_Russ_R,
Russbach down,17/04/2018,Weather,,NA,Not recorded,,RP_Russ,
Russbach down,17/04/2018,time,,10:20,hh:mm,,RP_Russ,
Russbach down,17/04/2018,water temperature,,12,°C,,RP_Russ,
Russbach down,17/04/2018,air temperature,,18.5,°C,,RP_Russ,
Russbach down,17/04/2018,pH,,8.29,,,RP_Russ,
Russbach down,17/04/2018,conductivity,,318,uS/cm,,RP_Russ,
Russbach down,17/04/2018,Dissolved Oxygen,,102.8,%,,RP_Russ,
Russbach down,17/04/2018,Dissolved Oxygen,,11.05,mg/L,,RP_Russ,
Russbach down,17/04/2018,NO2,,0.01,mg/L,,RP_Russ,
Russbach down,17/04/2018,NO3,,2,mg/L,,RP_Russ,
Russbach down,17/04/2018,PO4,,0.2,mg/L,,RP_Russ,
Russbach down,17/04/2018,NH4,,0.2,mg/L,,RP_Russ,
Russbach down,17/04/2018,Cl,,22,mg/L,,RP_Russ,
Russbach down,17/04/2018,SO4,,24,mg/L,,RP_Russ,
Russbach down,17/04/2018,Cu,,0.1,mg/L,,RP_Russ,
Russbach down,17/04/2018,Flow 1,,0.16,m/sec,,RP_Russ,
Russbach down,17/04/2018,Flow 2,,0.37,m/sec,,RP_Russ,
Russbach down,17/04/2018,Flow 3,,0.25,m/sec,,RP_Russ,
Russbach down,17/04/2018,Flow UFZ,,NA,m/sec,,RP_Russ,
Otterbach up,17/04/2018,Weather,,sunny,,,RP_Otter_R,
Otterbach up,17/04/2018,time,,12:15,hh:mm,,RP_Otter_R,
Otterbach up,17/04/2018,water temperature,,12.9,°C,,RP_Otter_R,
Otterbach up,17/04/2018,air temperature,,18.8,°C,,RP_Otter_R,
Otterbach up,17/04/2018,pH,,7.92,,,RP_Otter_R,
Otterbach up,17/04/2018,conductivity,,174,uS/cm,,RP_Otter_R,
Otterbach up,17/04/2018,Dissolved Oxygen,,96.7,%,,RP_Otter_R,
Otterbach up,17/04/2018,Dissolved Oxygen,,10.1,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,NO2,,0.01,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,NO3,,1.3,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,PO4,,0.2,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,NH4,,0.1,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,Cl,,11,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,SO4,,20,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,Cu,,0.1,mg/L,,RP_Otter_R,
Otterbach up,17/04/2018,Flow 1,,0.21,m/sec,,RP_Otter_R,
Otterbach up,17/04/2018,Flow 2,,0.24,m/sec,,RP_Otter_R,
Otterbach up,17/04/2018,Flow 3,,0.22,m/sec,,RP_Otter_R,
Otterbach up,17/04/2018,Flow UFZ,,NA,m/sec,,RP_Otter_R,
Otterbach down,17/04/2018,Weather,,sunny,,,RP_Otter,
Otterbach down,17/04/2018,time,,15:00,hh:mm,,RP_Otter,
Otterbach down,17/04/2018,water temperature,,16.8,°C,,RP_Otter,
Otterbach down,17/04/2018,air temperature,,23.1,°C,,RP_Otter,
Otterbach down,17/04/2018,pH,,8.12,,,RP_Otter,
Otterbach down,17/04/2018,conductivity,,273,uS/cm,,RP_Otter,
Otterbach down,17/04/2018,Dissolved Oxygen,,93.1,%,,RP_Otter,
Otterbach down,17/04/2018,Dissolved Oxygen,,9,mg/L,,RP_Otter,
Otterbach down,17/04/2018,NO2,,0.05,mg/L,,RP_Otter,
Otterbach down,17/04/2018,NO3,,3.7,mg/L,,RP_Otter,
Otterbach down,17/04/2018,PO4,,0.2,mg/L,,RP_Otter,
Otterbach down,17/04/2018,NH4,,0.3,mg/L,,RP_Otter,
Otterbach down,17/04/2018,Cl,,23,mg/L,,RP_Otter,
Otterbach down,17/04/2018,SO4,,20,mg/L,,RP_Otter,
Otterbach down,17/04/2018,Cu,,0.1,mg/L,,RP_Otter,
Otterbach down,17/04/2018,Flow 1,,0.39,m/sec,,RP_Otter,
Otterbach down,17/04/2018,Flow 2,,0.34,m/sec,,RP_Otter,
Otterbach down,17/04/2018,Flow 3,,0.3,m/sec,,RP_Otter,
Otterbach down,17/04/2018,Flow UFZ,,NA,m/sec,,RP_Otter,
Dierbach up,17/04/2018,Weather,,sunny,,,RP_Dier_R,
Dierbach up,17/04/2018,time,,13:30,hh:mm,,RP_Dier_R,
Dierbach up,17/04/2018,water temperature,,11.9,°C,,RP_Dier_R,
Dierbach up,17/04/2018,air temperature,,20.4,°C,,RP_Dier_R,
Dierbach up,17/04/2018,pH,,6.84,,,RP_Dier_R,
Dierbach up,17/04/2018,conductivity,,114,uS/cm,,RP_Dier_R,
Dierbach up,17/04/2018,Dissolved Oxygen,,88.9,%,,RP_Dier_R,
Dierbach up,17/04/2018,Dissolved Oxygen,,9.48,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,NO2,,0.01,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,NO3,,1.7,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,PO4,,0.2,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,NH4,,0.1,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,Cl,,11,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,SO4,,20,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,Cu,,0.2,mg/L,,RP_Dier_R,
Dierbach up,17/04/2018,Flow 1,,0.07,m/sec,,RP_Dier_R,
Dierbach up,17/04/2018,Flow 2,,0.18,m/sec,,RP_Dier_R,
Dierbach up,17/04/2018,Flow 3,,0.04,m/sec,,RP_Dier_R,
Dierbach up,17/04/2018,Flow UFZ,,NA,m/sec,,RP_Dier_R,
Dierbach down,17/04/2018,Weather,,sunny,,,RP_Dier,
Dierbach down,17/04/2018,time,,17:00,hh:mm,,RP_Dier,
Dierbach down,17/04/2018,water temperature,,16.3,°C,,RP_Dier,
Dierbach down,17/04/2018,air temperature,,24,°C,,RP_Dier,
Dierbach down,17/04/2018,pH,,8.01,,,RP_Dier,
Dierbach down,17/04/2018,conductivity,,300,uS/cm,,RP_Dier,
Dierbach down,17/04/2018,Dissolved Oxygen,,87.2,%,,RP_Dier,
Dierbach down,17/04/2018,Dissolved Oxygen,,8.5,mg/L,,RP_Dier,
Dierbach down,17/04/2018,NO2,,0.02,mg/L,,RP_Dier,
Dierbach down,17/04/2018,NO3,,2.2,mg/L,,RP_Dier,
Dierbach down,17/04/2018,PO4,,0.3,mg/L,,RP_Dier,
Dierbach down,17/04/2018,NH4,,0.3,mg/L,,RP_Dier,
Dierbach down,17/04/2018,Cl,,17,mg/L,,RP_Dier,
Dierbach down,17/04/2018,SO4,,20,mg/L,,RP_Dier,
Dierbach down,17/04/2018,Cu,,0.1,mg/L,,RP_Dier,
Dierbach down,17/04/2018,Flow 1,,0.04,m/sec,,RP_Dier,
Dierbach down,17/04/2018,Flow 2,,0.08,m/sec,,RP_Dier,
Dierbach down,17/04/2018,Flow 3,,0.15,m/sec,,RP_Dier,
Dierbach down,17/04/2018,Flow UFZ,,NA,m/sec,,RP_Dier,
Klingbach up,18/04/2018,Weather,,sunny,,,RP_Kling_R,
Klingbach up,18/04/2018,time,,07:45,hh:mm,,RP_Kling_R,
Klingbach up,18/04/2018,water temperature,,9.7,°C,,RP_Kling_R,
Klingbach up,18/04/2018,air temperature,,8.5,°C,,RP_Kling_R,
Klingbach up,18/04/2018,pH,,8.09,,,RP_Kling_R,
Klingbach up,18/04/2018,conductivity,,368,uS/cm,,RP_Kling_R,
Klingbach up,18/04/2018,Dissolved Oxygen,,89.9,%,,RP_Kling_R,
Klingbach up,18/04/2018,Dissolved Oxygen,,10.18,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,NO2,,0.01,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,NO3,,1.4,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,PO4,,0.2,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,NH4,,0.2,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,Cl,,30,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,SO4,,20,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,Cu,,0.1,mg/L,,RP_Kling_R,
Klingbach up,18/04/2018,Flow 1,,0.18,m/sec,,RP_Kling_R,
Klingbach up,18/04/2018,Flow 2,,0.39,m/sec,,RP_Kling_R,
Klingbach up,18/04/2018,Flow 3,,0.36,m/sec,,RP_Kling_R,
Klingbach up,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Kling_R,
Klingbach down,18/04/2018,Weather,,sunny,,,RP_Kling,
Klingbach down,18/04/2018,time,,NA,hh:mm,Not recorded,RP_Kling,
Klingbach down,18/04/2018,water temperature,,11.3,°C,,RP_Kling,
Klingbach down,18/04/2018,air temperature,,13.8,°C,,RP_Kling,
Klingbach down,18/04/2018,pH,,8.06,,,RP_Kling,
Klingbach down,18/04/2018,conductivity,,419,uS/cm,,RP_Kling,
Klingbach down,18/04/2018,Dissolved Oxygen,,88.4,%,,RP_Kling,
Klingbach down,18/04/2018,Dissolved Oxygen,,9.74,mg/L,,RP_Kling,
Klingbach down,18/04/2018,NO2,,0.02,mg/L,,RP_Kling,
Klingbach down,18/04/2018,NO3,,8.9,mg/L,,RP_Kling,
Klingbach down,18/04/2018,PO4,,0.3,mg/L,,RP_Kling,
Klingbach down,18/04/2018,NH4,,0.1,mg/L,,RP_Kling,
Klingbach down,18/04/2018,Cl,,40,mg/L,,RP_Kling,
Klingbach down,18/04/2018,SO4,,36,mg/L,,RP_Kling,
Klingbach down,18/04/2018,Cu,,0.1,mg/L,,RP_Kling,
Klingbach down,18/04/2018,Flow 1,,0.37,m/sec,,RP_Kling,
Klingbach down,18/04/2018,Flow 2,,0.29,m/sec,,RP_Kling,
Klingbach down,18/04/2018,Flow 3,,0.26,m/sec,,RP_Kling,
Klingbach down,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Kling,
Kaiserbach up,18/04/2018,Weather,,sunny,,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,time,,11:30,hh:mm,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,water temperature,,11.2,°C,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,air temperature,,23.5,°C,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,pH,,7.6,,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,conductivity,,291,uS/cm,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Dissolved Oxygen,,94.5,%,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Dissolved Oxygen,,10.33,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,NO2,,0.01,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,NO3,,4.4,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,PO4,,0.2,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,NH4,,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Cl,,35,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,SO4,,21,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Cu,,0.1,mg/L,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Flow 1,,0.3,m/sec,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Flow 2,,0.28,m/sec,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Flow 3,,0.23,m/sec,,RP_Kaiser_R,
Kaiserbach up,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser_R,
Kaiserbach down,18/04/2018,Weather,,sunny,,,RP_Kaiser,
Kaiserbach down,18/04/2018,time,,10:00,hh:mm,,RP_Kaiser,
Kaiserbach down,18/04/2018,water temperature,,11.1,°C,,RP_Kaiser,
Kaiserbach down,18/04/2018,air temperature,,17.7,°C,,RP_Kaiser,
Kaiserbach down,18/04/2018,pH,,8.06,,,RP_Kaiser,
Kaiserbach down,18/04/2018,conductivity,,903,uS/cm,,RP_Kaiser,
Kaiserbach down,18/04/2018,Dissolved Oxygen,,93,%,,RP_Kaiser,
Kaiserbach down,18/04/2018,Dissolved Oxygen,,10.27,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,NO2,,0.01,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,NO3,,4.5,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,PO4,,0.2,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,NH4,,0.3,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,Cl,,50,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,SO4,,56,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,Cu,,0.1,mg/L,,RP_Kaiser,
Kaiserbach down,18/04/2018,Flow 1,,0.3,m/sec,,RP_Kaiser,
Kaiserbach down,18/04/2018,Flow 2,,0.39,m/sec,,RP_Kaiser,
Kaiserbach down,18/04/2018,Flow 3,,0.22,m/sec,,RP_Kaiser,
Kaiserbach down,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Kaiser,
Isenach up,18/04/2018,Weather,,sunny,,,RP_Isen_R,
Isenach up,18/04/2018,time,,14:15,hh:mm,,RP_Isen_R,
Isenach up,18/04/2018,water temperature,,13.6,°C,,RP_Isen_R,
Isenach up,18/04/2018,air temperature,,24.3,°C,,RP_Isen_R,
Isenach up,18/04/2018,pH,,7.48,,,RP_Isen_R,
Isenach up,18/04/2018,conductivity,,186,uS/cm,,RP_Isen_R,
Isenach up,18/04/2018,Dissolved Oxygen,,97.9,%,,RP_Isen_R,
Isenach up,18/04/2018,Dissolved Oxygen,,10.15,mg/L,,RP_Isen_R,
Isenach up,18/04/2018,NO2,<,0.01,mg/L,,RP_Isen_R,
Isenach up,18/04/2018,NO3,,1.2,mg/L,,RP_Isen_R,
