Site,Date,Variable,Qualifier,Value,Unit,Comment,Site UFZ,
Isenach up,18/04/2018,PO4,,2.7,mg/L,,RP_Isen_R,
Isenach up,18/04/2018,NH4,,0.1,mg/L,,RP_Isen_R,
Isenach up,18/04/2018,Cl,,31,mg/L,,RP_Isen_R,
Isenach up,18/04/2018,SO4,,25,mg/L,,RP_Isen_R,
Isenach up,18/04/2018,Cu,<,0.1,mg/L,,RP_Isen_R,
Isenach up,18/04/2018,Flow 1,,0.3,m/sec,,RP_Isen_R,
Isenach up,18/04/2018,Flow 2,,0.24,m/sec,,RP_Isen_R,
Isenach up,18/04/2018,Flow 3,,0.3,m/sec,,RP_Isen_R,
Isenach up,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Isen_R,
Isenach down,18/04/2018,Weather,,sunny,,,RP_Isen,
Isenach down,18/04/2018,time,,15:20,hh:mm,,RP_Isen,
Isenach down,18/04/2018,water temperature,,17.2,°C,,RP_Isen,
Isenach down,18/04/2018,air temperature,,24.1,°C,,RP_Isen,
Isenach down,18/04/2018,pH,,8.39,,,RP_Isen,
Isenach down,18/04/2018,conductivity,,1023,uS/cm,,RP_Isen,
Isenach down,18/04/2018,Dissolved Oxygen,,118.81,%,,RP_Isen,
Isenach down,18/04/2018,Dissolved Oxygen,,11.42,mg/L,,RP_Isen,
Isenach down,18/04/2018,NO2,,0.03,mg/L,,RP_Isen,
Isenach down,18/04/2018,NO3,,2,mg/L,,RP_Isen,
Isenach down,18/04/2018,PO4,,1.8,mg/L,,RP_Isen,
Isenach down,18/04/2018,NH4,,0.4,mg/L,,RP_Isen,
Isenach down,18/04/2018,Cl,>,50,mg/L,,RP_Isen,
Isenach down,18/04/2018,SO4,,95,mg/L,,RP_Isen,
Isenach down,18/04/2018,Cu,<,0.1,mg/L,,RP_Isen,
Isenach down,18/04/2018,Flow 1,,0.26,m/sec,,RP_Isen,
Isenach down,18/04/2018,Flow 2,,0.31,m/sec,,RP_Isen,
Isenach down,18/04/2018,Flow 3,,0.29,m/sec,,RP_Isen,
Isenach down,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Isen,
Kropsbach up,18/04/2018,Weather,,sunny,,,RP_Krops_R,
Kropsbach up,18/04/2018,time,,18:30,hh:mm,,RP_Krops_R,
Kropsbach up,18/04/2018,water temperature,,13,°C,,RP_Krops_R,
Kropsbach up,18/04/2018,air temperature,,18.3,°C,,RP_Krops_R,
Kropsbach up,18/04/2018,pH,,7.6,,,RP_Krops_R,
Kropsbach up,18/04/2018,conductivity,,206,uS/cm,,RP_Krops_R,
Kropsbach up,18/04/2018,Dissolved Oxygen,,96.8,%,,RP_Krops_R,
Kropsbach up,18/04/2018,Dissolved Oxygen,,9.98,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,NO2,,0.01,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,NO3,<,1,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,PO4,,0.8,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,NH4,,0.1,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,Cl,,31,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,SO4,,27,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,Cu,<,0.1,mg/L,,RP_Krops_R,
Kropsbach up,18/04/2018,Flow 1,,0.34,m/sec,,RP_Krops_R,
Kropsbach up,18/04/2018,Flow 2,,0.11,m/sec,,RP_Krops_R,
Kropsbach up,18/04/2018,Flow 3,,0.21,m/sec,,RP_Krops_R,
Kropsbach up,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Krops_R,
Kropsbach down,18/04/2018,Weather,,sunny,,,RP_Krops,
Kropsbach down,18/04/2018,time,,17:30,hh:mm,,RP_Krops,
Kropsbach down,18/04/2018,water temperature,,18.5,°C,,RP_Krops,
Kropsbach down,18/04/2018,air temperature,,28.7,°C,,RP_Krops,
Kropsbach down,18/04/2018,pH,,8.33,,,RP_Krops,
Kropsbach down,18/04/2018,conductivity,,513,uS/cm,,RP_Krops,
Kropsbach down,18/04/2018,Dissolved Oxygen,,98,%,,RP_Krops,
Kropsbach down,18/04/2018,Dissolved Oxygen,,9.25,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,NO2,,0.03,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,NO3,,2,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,PO4,,1,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,NH4,<,0.1,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,Cl,>,50,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,SO4,,46,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,Cu,<,0.1,mg/L,,RP_Krops,
Kropsbach down,18/04/2018,Flow 1,,0.21,m/sec,,RP_Krops,
Kropsbach down,18/04/2018,Flow 2,,0.06,m/sec,,RP_Krops,
Kropsbach down,18/04/2018,Flow 3,,0.34,m/sec,,RP_Krops,
Kropsbach down,18/04/2018,Flow UFZ,,NA,m/sec,,RP_Krops,
Hainbach up ,19/04/2018,Weather,,sunny,,,RP_Hain_R,
Hainbach up ,19/04/2018,time,,NA,hh:mm,,RP_Hain_R,
Hainbach up ,19/04/2018,water temperature,,10.9,°C,,RP_Hain_R,
Hainbach up ,19/04/2018,air temperature,,18.8,°C,,RP_Hain_R,
Hainbach up ,19/04/2018,pH,,7.55,,,RP_Hain_R,
Hainbach up ,19/04/2018,conductivity,,127,uS/cm,,RP_Hain_R,
Hainbach up ,19/04/2018,Dissolved Oxygen,,95.3,%,,RP_Hain_R,
Hainbach up ,19/04/2018,Dissolved Oxygen,,10.36,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,NO2,,0.01,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,NO3,<,1,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,PO4,,0.7,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,NH4,<,0.1,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,Cl,,6,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,SO4,,22,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,Cu,<,0.1,mg/L,,RP_Hain_R,
Hainbach up ,19/04/2018,Flow 1,,0.14,m/sec,,RP_Hain_R,
Hainbach up ,19/04/2018,Flow 2,,0.15,m/sec,,RP_Hain_R,
Hainbach up ,19/04/2018,Flow 3,,0.42,m/sec,,RP_Hain_R,
Hainbach up ,19/04/2018,Flow UFZ,,NA,m/sec,,RP_Hain_R,
Hainbach down,19/04/2018,Weather,,sunny,,,RP_Hain,
Hainbach down,19/04/2018,time,,07:20,hh:mm,,RP_Hain,
Hainbach down,19/04/2018,water temperature,,11.5,°C,,RP_Hain,
Hainbach down,19/04/2018,air temperature,,15.2,°C,,RP_Hain,
Hainbach down,19/04/2018,pH,,8.6,,,RP_Hain,
Hainbach down,19/04/2018,conductivity,,211,uS/cm,,RP_Hain,
Hainbach down,19/04/2018,Dissolved Oxygen,,91.5,%,,RP_Hain,
Hainbach down,19/04/2018,Dissolved Oxygen,,9.89,mg/L,,RP_Hain,
Hainbach down,19/04/2018,NO2,,0.01,mg/L,,RP_Hain,
Hainbach down,19/04/2018,NO3,,1.4,mg/L,,RP_Hain,
Hainbach down,19/04/2018,PO4,,0.5,mg/L,,RP_Hain,
Hainbach down,19/04/2018,NH4,<,0.1,mg/L,,RP_Hain,
Hainbach down,19/04/2018,Cl,,12,mg/L,,RP_Hain,
Hainbach down,19/04/2018,SO4,,32,mg/L,,RP_Hain,
Hainbach down,19/04/2018,Cu,<,0.1,mg/L,,RP_Hain,
Hainbach down,19/04/2018,Flow 1,,0.31,m/sec,,RP_Hain,
Hainbach down,19/04/2018,Flow 2,,0.43,m/sec,,RP_Hain,
Hainbach down,19/04/2018,Flow 3,,0.2,m/sec,,RP_Hain,
Hainbach down,19/04/2018,Flow UFZ,,NA,m/sec,,RP_Hain,
Modenbach up ,19/04/2018,Weather,,sunny,,,RP_Moden_R,
Modenbach up ,19/04/2018,time,,NA,hh:mm,,RP_Moden_R,
Modenbach up ,19/04/2018,water temperature,,13.9,°C,,RP_Moden_R,
Modenbach up ,19/04/2018,air temperature,,22.6,°C,,RP_Moden_R,
Modenbach up ,19/04/2018,pH,,7.79,,,RP_Moden_R,
Modenbach up ,19/04/2018,conductivity,,2.6,uS/cm,,RP_Moden_R,
Modenbach up ,19/04/2018,Dissolved Oxygen,,96.6,%,,RP_Moden_R,
Modenbach up ,19/04/2018,Dissolved Oxygen,,9.84,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,NO2,,0.02,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,NO3,,2.5,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,PO4,,1.7,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,NH4,<,0.1,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,Cl,,12,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,SO4,,24,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,Cu,,0.2,mg/L,,RP_Moden_R,
Modenbach up ,19/04/2018,Flow 1,,0.41,m/sec,,RP_Moden_R,
Modenbach up ,19/04/2018,Flow 2,,0.45,m/sec,,RP_Moden_R,
Modenbach up ,19/04/2018,Flow 3,,0.28,m/sec,,RP_Moden_R,
Modenbach up ,19/04/2018,Flow UFZ,,NA,m/sec,,RP_Moden_R,
Modenbach down,19/04/2018,Weather,,sunny,,,RP_Moden,
Modenbach down,19/04/2018,time,,11:30,hh:mm,,RP_Moden,
Modenbach down,19/04/2018,water temperature,,13.5,°C,,RP_Moden,
Modenbach down,19/04/2018,air temperature,,20.4,°C,,RP_Moden,
Modenbach down,19/04/2018,pH,,8.1,,,RP_Moden,
Modenbach down,19/04/2018,conductivity,,371,uS/cm,,RP_Moden,
Modenbach down,19/04/2018,Dissolved Oxygen,,95.5,%,,RP_Moden,
Modenbach down,19/04/2018,Dissolved Oxygen,,9.91,mg/L,,RP_Moden,
Modenbach down,19/04/2018,NO2,,0.01,mg/L,,RP_Moden,
Modenbach down,19/04/2018,NO3,,2.2,mg/L,,RP_Moden,
Modenbach down,19/04/2018,PO4,,0.5,mg/L,,RP_Moden,
Modenbach down,19/04/2018,NH4,<,0.1,mg/L,,RP_Moden,
Modenbach down,19/04/2018,Cl,,19,mg/L,,RP_Moden,
Modenbach down,19/04/2018,SO4,,39,mg/L,,RP_Moden,
Modenbach down,19/04/2018,Cu,<,0.1,mg/L,,RP_Moden,
Modenbach down,19/04/2018,Flow 1,,0.41,m/sec,,RP_Moden,
Modenbach down,19/04/2018,Flow 2,,0.29,m/sec,,RP_Moden,
Modenbach down,19/04/2018,Flow 3,,0.33,m/sec,,RP_Moden,
Modenbach down,19/04/2018,Flow UFZ,,NA,m/sec,,RP_Moden,
Triefenbach up,19/04/2018,Weather,,sunny,,,RP_Triefen_R,
Triefenbach up,19/04/2018,time,,18:00,hh:mm,,RP_Triefen_R,
Triefenbach up,19/04/2018,water temperature,,14.3,°C,,RP_Triefen_R,
Triefenbach up,19/04/2018,air temperature,,22.5,°C,,RP_Triefen_R,
Triefenbach up,19/04/2018,pH,,7.77,,,RP_Triefen_R,
Triefenbach up,19/04/2018,conductivity,,158,uS/cm,,RP_Triefen_R,
Triefenbach up,19/04/2018,Dissolved Oxygen,,96.2,%,,RP_Triefen_R,
Triefenbach up,19/04/2018,Dissolved Oxygen,,9.75,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,NO2,<,0.01,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,NO3,,1.8,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,PO4,,1,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,NH4,<,0.1,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,Cl,,12,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,SO4,,20,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,Cu,<,0.1,mg/L,,RP_Triefen_R,
Triefenbach up,19/04/2018,Flow 1,,0.19,m/sec,,RP_Triefen_R,
Triefenbach up,19/04/2018,Flow 2,,0.45,m/sec,,RP_Triefen_R,
Triefenbach up,19/04/2018,Flow 3,,0.43,m/sec,,RP_Triefen_R,
Triefenbach up,19/04/2018,Flow UFZ,,NA,m/sec,,RP_Triefen_R,
Triefenbach down,19/04/2018,Weather,,sunny,,,RP_Triefen,
Triefenbach down,19/04/2018,time,,15:30,hh:mm,,RP_Triefen,
Triefenbach down,19/04/2018,water temperature,,15.2,°C,,RP_Triefen,
Triefenbach down,19/04/2018,air temperature,,26.2,°C,,RP_Triefen,
Triefenbach down,19/04/2018,pH,,7.85,,,RP_Triefen,
Triefenbach down,19/04/2018,conductivity,,229,uS/cm,,RP_Triefen,
Triefenbach down,19/04/2018,Dissolved Oxygen,,95.7,%,,RP_Triefen,
Triefenbach down,19/04/2018,Dissolved Oxygen,,9.56,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,NO2,,0.01,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,NO3,,1.9,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,PO4,,1.1,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,NH4,<,0.1,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,Cl,,17,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,SO4,,25,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,Cu,,0.1,mg/L,,RP_Triefen,
Triefenbach down,19/04/2018,Flow 1,,0.33,m/sec,,RP_Triefen,
Triefenbach down,19/04/2018,Flow 2,,0.31,m/sec,,RP_Triefen,
Triefenbach down,19/04/2018,Flow 3,,0.18,m/sec,,RP_Triefen,
Triefenbach down,19/04/2018,Flow UFZ,,NA,m/sec,,RP_Triefen,
Hainbach up ,11/07/2018,Weather,,sunny,,,RP_Hain_R,
Hainbach up ,11/07/2018,time,,16:00,hh:mm,,RP_Hain_R,
Hainbach up ,11/07/2018,water temperature,,14.2,°C,,RP_Hain_R,
Hainbach up ,11/07/2018,air temperature,,19.5,°C,,RP_Hain_R,
Hainbach up ,11/07/2018,pH,,7.54,,,RP_Hain_R,
Hainbach up ,11/07/2018,conductivity,,122,uS/cm,,RP_Hain_R,
Hainbach up ,11/07/2018,Dissolved Oxygen,,96.5,%,,RP_Hain_R,
Hainbach up ,11/07/2018,Dissolved Oxygen,,9.63,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,NO2,,0.01,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,NO3,,1.5,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,PO4,,0.5,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,NH4,<,0.1,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,Cl,,7,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,SO4,,29,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,Cu,<,0.1,mg/L,,RP_Hain_R,
Hainbach up ,11/07/2018,Flow 1,,0.17,m/sec,,RP_Hain_R,
Hainbach up ,11/07/2018,Flow 2,,0.07,m/sec,,RP_Hain_R,
Hainbach up ,11/07/2018,Flow 3,,0.03,m/sec,,RP_Hain_R,
Hainbach up ,11/07/2018,Flow UFZ,,0.3,m/sec,,RP_Hain_R,
Modenbach up,11/07/2018,Weather,,sunny,,,RP_Moden_R,
Modenbach up,11/07/2018,time,,15:20,hh:mm,,RP_Moden_R,
Modenbach up,11/07/2018,water temperature,,14.3,°C,,RP_Moden_R,
Modenbach up,11/07/2018,air temperature,,17.7,°C,,RP_Moden_R,
Modenbach up,11/07/2018,pH,,7.74,,,RP_Moden_R,
Modenbach up,11/07/2018,conductivity,,229,uS/cm,,RP_Moden_R,
Modenbach up,11/07/2018,Dissolved Oxygen,,99.4,%,,RP_Moden_R,
Modenbach up,11/07/2018,Dissolved Oxygen,,9.97,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,NO2,,0.01,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,NO3,,1.6,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,PO4,,0.6,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,NH4,<,0.1,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,Cl,,14,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,SO4,,32,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,Cu,<,0.1,mg/L,,RP_Moden_R,
Modenbach up,11/07/2018,Flow 1,,0.34,m/sec,,RP_Moden_R,
Modenbach up,11/07/2018,Flow 2,,0.25,m/sec,,RP_Moden_R,
Modenbach up,11/07/2018,Flow 3,,0.19,m/sec,,RP_Moden_R,
Modenbach up,11/07/2018,Flow UFZ,,0.36,m/sec,,RP_Moden_R,
Modenbach down,11/07/2018,Weather,,cloudy,,,RP_Moden,
Modenbach down,11/07/2018,time,,14:30,hh:mm,,RP_Moden,
Modenbach down,11/07/2018,water temperature,,16,°C,,RP_Moden,
Modenbach down,11/07/2018,air temperature,,19.2,°C,,RP_Moden,
Modenbach down,11/07/2018,pH,,7.95,,,RP_Moden,
Modenbach down,11/07/2018,conductivity,,392,uS/cm,,RP_Moden,
Modenbach down,11/07/2018,Dissolved Oxygen,,96.1,%,,RP_Moden,
Modenbach down,11/07/2018,Dissolved Oxygen,,9.35,mg/L,,RP_Moden,
Modenbach down,11/07/2018,NO2,,0.01,mg/L,,RP_Moden,
Modenbach down,11/07/2018,NO3,,2.9,mg/L,,RP_Moden,
Modenbach down,11/07/2018,PO4,,0.8,mg/L,,RP_Moden,
Modenbach down,11/07/2018,NH4,<,0.1,mg/L,,RP_Moden,
Modenbach down,11/07/2018,Cl,,20,mg/L,,RP_Moden,
Modenbach down,11/07/2018,SO4,,43,mg/L,,RP_Moden,
Modenbach down,11/07/2018,Cu,<,0.1,mg/L,,RP_Moden,
Modenbach down,11/07/2018,Flow 1,,0.16,m/sec,,RP_Moden,
Modenbach down,11/07/2018,Flow 2,,0.26,m/sec,,RP_Moden,
Modenbach down,11/07/2018,Flow 3,,0.32,m/sec,,RP_Moden,
Modenbach down,11/07/2018,Flow UFZ,,0.44,m/sec,,RP_Moden,
Triefenbach down,11/07/2018,Weather,,cloudy,,,RP_Triefen,
Triefenbach down,11/07/2018,time,,12:50,hh:mm,,RP_Triefen,
Triefenbach down,11/07/2018,water temperature,,14.6,°C,,RP_Triefen,
Triefenbach down,11/07/2018,air temperature,,17,°C,,RP_Triefen,
Triefenbach down,11/07/2018,pH,,7.79,,,RP_Triefen,
Triefenbach down,11/07/2018,conductivity,,222,uS/cm,,RP_Triefen,
Triefenbach down,11/07/2018,Dissolved Oxygen,,96.7,%,,RP_Triefen,
Triefenbach down,11/07/2018,Dissolved Oxygen,,9.69,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,NO2,,0.01,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,NO3,,1.9,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,PO4,,0.3,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,NH4,<,0.1,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,Cl,,16,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,SO4,,30,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,Cu,<,0.1,mg/L,,RP_Triefen,
Triefenbach down,11/07/2018,Flow 1,,0.2,m/sec,,RP_Triefen,
Triefenbach down,11/07/2018,Flow 2,,0.14,m/sec,,RP_Triefen,
Triefenbach down,11/07/2018,Flow 3,,0.25,m/sec,,RP_Triefen,
Triefenbach down,11/07/2018,Flow UFZ,,0.4,m/sec,,RP_Triefen,
Triefenbach up,11/07/2018,Weather,,cloudy,,,RP_Triefen_R,
Triefenbach up,11/07/2018,time,,12:10,hh:mm,,RP_Triefen_R,
Triefenbach up,11/07/2018,water temperature,,14.4,°C,,RP_Triefen_R,
Triefenbach up,11/07/2018,air temperature,,17.3,°C,,RP_Triefen_R,
Triefenbach up,11/07/2018,pH,,1.78,,,RP_Triefen_R,
Triefenbach up,11/07/2018,conductivity,,166,uS/cm,,RP_Triefen_R,
Triefenbach up,11/07/2018,Dissolved Oxygen,,98.4,%,,RP_Triefen_R,
Triefenbach up,11/07/2018,Dissolved Oxygen,,9.83,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,NO2,,0.01,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,NO3,,1.3,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,PO4,,0.2,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,NH4,<,0.1,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,Cl,,11,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,SO4,,30,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,Cu,<,0.1,mg/L,,RP_Triefen_R,
Triefenbach up,11/07/2018,Flow 1,,0.28,m/sec,,RP_Triefen_R,
Triefenbach up,11/07/2018,Flow 2,,0.22,m/sec,,RP_Triefen_R,
Triefenbach up,11/07/2018,Flow 3,,0.21,m/sec,,RP_Triefen_R,
Triefenbach up,11/07/2018,Flow UFZ,,0.36,m/sec,,RP_Triefen_R,
Kropsbach up,11/07/2018,Weather,,cloudy,,,RP_Krops_R,
Kropsbach up,11/07/2018,time,,11:20,hh:mm,,RP_Krops_R,
Kropsbach up,11/07/2018,water temperature,,13.8,°C,,RP_Krops_R,
Kropsbach up,11/07/2018,air temperature,,18.1,°C,,RP_Krops_R,
Kropsbach up,11/07/2018,pH,,7.49,,,RP_Krops_R,
Kropsbach up,11/07/2018,conductivity,,178,uS/cm,,RP_Krops_R,
Kropsbach up,11/07/2018,Dissolved Oxygen,,96.2,%,,RP_Krops_R,
Kropsbach up,11/07/2018,Dissolved Oxygen,,9.66,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,NO2,,0.01,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,NO3,,1,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,PO4,,0.7,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,NH4,<,0.1,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,Cl,,23,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,SO4,,32,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,Cu,,0.1,mg/L,,RP_Krops_R,
Kropsbach up,11/07/2018,Flow 1,,0.09,m/sec,,RP_Krops_R,
Kropsbach up,11/07/2018,Flow 2,,0.1,m/sec,,RP_Krops_R,
Kropsbach up,11/07/2018,Flow 3,,0.22,m/sec,,RP_Krops_R,
Kropsbach up,11/07/2018,Flow UFZ,,0.12,m/sec,,RP_Krops_R,
Kropsbach down,11/07/2018,Weather,,cloudy,,,RP_Krops,
Kropsbach down,11/07/2018,time,,10:20,hh:mm,,RP_Krops,
Kropsbach down,11/07/2018,water temperature,,17.6,°C,,RP_Krops,
Kropsbach down,11/07/2018,air temperature,,18,°C,,RP_Krops,
Kropsbach down,11/07/2018,pH,,8.02,,,RP_Krops,
Kropsbach down,11/07/2018,conductivity,,430,uS/cm,,RP_Krops,
Kropsbach down,11/07/2018,Dissolved Oxygen,,93.1,%,,RP_Krops,
Kropsbach down,11/07/2018,Dissolved Oxygen,,8.8,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,NO2,,0.01,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,NO3,,1.3,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,PO4,,1.4,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,NH4,<,0.1,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,Cl,,25,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,SO4,,50,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,Cu,<,0.1,mg/L,,RP_Krops,
Kropsbach down,11/07/2018,Flow 1,,0.29,m/sec,,RP_Krops,
Kropsbach down,11/07/2018,Flow 2,,0.23,m/sec,,RP_Krops,
Kropsbach down,11/07/2018,Flow 3,,0.21,m/sec,,RP_Krops,
Kropsbach down,11/07/2018,Flow UFZ,,0.24,m/sec,,RP_Krops,
Isenach down,11/07/2018,Weather,,cloudy,,,RP_Isen,
Isenach down,11/07/2018,time,,09:10,hh:mm,,RP_Isen,
Isenach down,11/07/2018,water temperature,,15.5,°C,,RP_Isen,
Isenach down,11/07/2018,air temperature,,17.3,°C,,RP_Isen,
Isenach down,11/07/2018,pH,,7.68,,,RP_Isen,
Isenach down,11/07/2018,conductivity,,882,uS/cm,,RP_Isen,
Isenach down,11/07/2018,Dissolved Oxygen,,76.6,%,,RP_Isen,
Isenach down,11/07/2018,Dissolved Oxygen,,7.58,mg/L,,RP_Isen,
Isenach down,11/07/2018,NO2,,0.01,mg/L,,RP_Isen,
Isenach down,11/07/2018,NO3,,1.3,mg/L,,RP_Isen,
Isenach down,11/07/2018,PO4,,0.5,mg/L,,RP_Isen,
Isenach down,11/07/2018,NH4,,0.1,mg/L,,RP_Isen,
Isenach down,11/07/2018,Cl,>,50,mg/L,,RP_Isen,
Isenach down,11/07/2018,SO4,,92,mg/L,,RP_Isen,
Isenach down,11/07/2018,Cu,<,0.1,mg/L,,RP_Isen,
Isenach down,11/07/2018,Flow 1,,0.06,m/sec,,RP_Isen,
Isenach down,11/07/2018,Flow 2,,0.1,m/sec,,RP_Isen,
Isenach down,11/07/2018,Flow 3,,0.11,m/sec,,RP_Isen,
Isenach down,11/07/2018,Flow UFZ,,NA,m/sec,,RP_Isen,
Isenach up,11/07/2018,Weather,,cloudy,,,RP_Isen_R,
Isenach up,11/07/2018,time,,08:00,hh:mm,,RP_Isen_R,
Isenach up,11/07/2018,water temperature,,14.8,°C,,RP_Isen_R,
Isenach up,11/07/2018,air temperature,,14.1,°C,,RP_Isen_R,
Isenach up,11/07/2018,pH,,7.48,,,RP_Isen_R,
Isenach up,11/07/2018,conductivity,,172,uS/cm,,RP_Isen_R,
Isenach up,11/07/2018,Dissolved Oxygen,,95.5,%,,RP_Isen_R,
Isenach up,11/07/2018,Dissolved Oxygen,,9.5,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,NO2,,0.01,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,NO3,,1.5,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,PO4,<,0.2,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,NH4,<,0.1,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,Cl,,25,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,SO4,,26,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,Cu,<,0.1,mg/L,,RP_Isen_R,
Isenach up,11/07/2018,Flow 1,,0.27,m/sec,,RP_Isen_R,
Isenach up,11/07/2018,Flow 2,,0.36,m/sec,,RP_Isen_R,
Isenach up,11/07/2018,Flow 3,,0.45,m/sec,,RP_Isen_R,
Isenach up,11/07/2018,Flow UFZ,,0.4,m/sec,,RP_Isen_R,
Kaiserbach up,10/07/2018,Weather,,sunny,,,RP_Kaiser_R,
Kaiserbach up,10/07/2018,time,,17:05,hh:mm,,RP_Kaiser_R,
Kaiserbach up,10/07/2018,water temperature,,14.4,°C,,RP_Kaiser_R,
Kaiserbach up,10/07/2018,air temperature,,15.9,°C,,RP_Kaiser_R,
Kaiserbach up,10/07/2018,pH,,7.92,,,RP_Kaiser_R,
Kaiserbach up,10/07/2018,conductivity,,318,uS/cm,,RP_Kaiser_R,
